Feature 1	tx_price	beds	baths	sqft	year_built	lot_size	property_type	exterior_walls	roof	basement	restaurants	groceries	nightlife	cafes	shopping	arts_entertainment	beauty_spas	active_life	median_age	married	college_grad	property_tax	insurance	median_school	num_schools	tx_year	two_and_two	during_recession	property_age	school_score
462.0	209900.0	3.0	2.0	1342.0	1970.0	2748.0	Apartment / Condo / Townhouse	Brick		0.0	30.0	1.0	5.0	2.0	40.0	0.0	18.0	6.0	37.0	60.0	54.0	202.0	57.0	4.0	3.0	2014.0	0.0	0.0	44.0	12.0
463.0	390000.0	3.0	2.0	1342.0	1985.0	1540.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	12.0	2.0	0.0	2.0	12.0	3.0	10.0	9.0	35.0	55.0	71.0	344.0	105.0	6.0	3.0	2013.0	0.0	1.0	28.0	18.0
464.0	416000.0	3.0	2.0	1344.0	1984.0	12632.0	Single-Family	Siding (Alum/Vinyl)	Asphalt	1.0	19.0	4.0	0.0	0.0	14.0	2.0	3.0	7.0	46.0	69.0	29.0	332.0	81.0	4.0	3.0	2006.0	0.0	0.0	22.0	12.0
465.0	245000.0	3.0	2.0	1348.0	1987.0	1599.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)		1.0	22.0	4.0	3.0	3.0	28.0	0.0	24.0	12.0	29.0	63.0	51.0	251.0	71.0	7.0	3.0	2010.0	0.0	1.0	23.0	21.0
466.0	236000.0	3.0	2.0	1348.0	2006.0	1629.0	Apartment / Condo / Townhouse	Brick		1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	31.0	80.0	47.0	286.0	81.0	6.0	2.0	2008.0	0.0	0.0	2.0	12.0
467.0	238500.0	3.0	2.0	1350.0	1978.0	2757.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	36.0	83.0	66.0	327.0	99.0	9.0	3.0	2011.0	0.0	1.0	33.0	27.0
468.0	440000.0	3.0	2.0	1352.0	1974.0	22215.0	Single-Family	Metal	Composition Shingle	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	46.0	81.0	53.0	409.0	124.0	5.5	2.0	2011.0	0.0	1.0	37.0	11.0
469.0	250000.0	3.0	2.0	1360.0	1983.0	1498.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	13.0	6.0	0.0	3.0	22.0	0.0	3.0	6.0	42.0	66.0	56.0	278.0	85.0	3.0	3.0	2011.0	0.0	1.0	28.0	9.0
470.0	239900.0	3.0	2.0	1360.0	1995.0	1559.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)		1.0	57.0	4.0	7.0	4.0	71.0	5.0	39.0	12.0	29.0	80.0	24.0	250.0	70.0	8.0	3.0	2011.0	0.0	1.0	16.0	24.0
471.0	325000.0	3.0	2.0	1362.0	1963.0	0.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	8.0	1.0	0.0	3.0	10.0	1.0	10.0	10.0	60.0	15.0	63.0	245.0	75.0	4.0	3.0	2007.0	0.0	0.0	44.0	12.0
472.0	309900.0	3.0	2.0	1368.0	2003.0	1742.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	11.0	1.0	3.0	1.0	14.0	3.0	7.0	7.0	29.0	78.0	73.0	378.0	97.0	8.0	3.0	2011.0	0.0	1.0	8.0	24.0
473.0	293000.0	3.0	2.0	1370.0	1984.0	2308.0	Apartment / Condo / Townhouse	Metal	Composition Shingle	1.0	62.0	5.0	7.0	4.0	27.0	2.0	50.0	16.0	32.0	83.0	31.0	255.0	78.0	5.0	3.0	2014.0	0.0	0.0	30.0	15.0
474.0	459000.0	3.0	2.0	1370.0	1992.0	1778.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	49.0	6.0	6.0	4.0	44.0	4.0	18.0	14.0	36.0	39.0	84.0	359.0	109.0	5.0	2.0	2005.0	0.0	0.0	13.0	10.0
475.0	297000.0	3.0	2.0	1374.0	1994.0	1528.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	81.0	7.0	7.0	6.0	42.0	5.0	40.0	14.0	33.0	62.0	51.0	311.0	94.0	8.0	3.0	2009.0	0.0	0.0	15.0	24.0
476.0	249000.0	3.0	2.0	1375.0	1994.0	1499.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	44.0	7.0	2.0	4.0	39.0	4.0	24.0	18.0	39.0	62.0	81.0	359.0	109.0	5.0	3.0	2001.0	0.0	0.0	7.0	15.0
477.0	455900.0	3.0	2.0	1380.0	1990.0	1660.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	57.0	7.0	7.0	5.0	50.0	6.0	34.0	17.0	39.0	49.0	54.0	352.0	107.0	6.0	3.0	2013.0	0.0	1.0	23.0	18.0
478.0	375490.0	3.0	2.0	1380.0	1997.0	0.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	36.0	2.0	6.0	5.0	36.0	0.0	11.0	7.0	36.0	61.0	64.0	278.0	84.0	7.0	3.0	2004.0	0.0	0.0	7.0	21.0
479.0	375000.0	3.0	2.0	1400.0	1938.0	7013.0	Single-Family	Siding (Alum/Vinyl)	Asphalt	0.0	90.0	9.0	17.0	5.0	36.0	22.0	44.0	48.0	32.0	49.0	46.0	388.0	134.0	4.0	3.0	2013.0	0.0	1.0	75.0	12.0
480.0	271000.0	3.0	2.0	1400.0	1972.0	0.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	78.0	3.0	13.0	10.0	65.0	4.0	38.0	12.0	41.0	75.0	56.0	192.0	58.0	7.0	3.0	2005.0	0.0	0.0	33.0	21.0
481.0	350000.0	3.0	2.0	1400.0	1972.0	1400.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	11.0	2.0	0.0	2.0	9.0	3.0	7.0	12.0	35.0	55.0	71.0	327.0	100.0	7.0	3.0	2010.0	0.0	1.0	38.0	21.0
482.0	368253.0	3.0	2.0	1400.0	2005.0	0.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	21.0	4.0	1.0	2.0	14.0	1.0	10.0	10.0	31.0	77.0	69.0	310.0	79.0	7.0	2.0	2005.0	0.0	0.0	0.0	14.0
483.0	399000.0	3.0	2.0	1404.0	1951.0	10001.0	Single-Family	Wood	Asphalt	1.0	12.0	2.0	0.0	7.0	7.0	0.0	0.0	6.0	47.0	66.0	62.0	434.0	132.0	5.0	3.0	2009.0	0.0	0.0	58.0	15.0
484.0	290000.0	3.0	2.0	1404.0	1959.0	9003.0	Single-Family	Brick	Composition Shingle	1.0	96.0	7.0	16.0	10.0	85.0	5.0	54.0	15.0	44.0	89.0	46.0	377.0	115.0	4.0	3.0	2010.0	0.0	1.0	51.0	12.0
485.0	331000.0	3.0	2.0	1408.0	1967.0	1542.0	Apartment / Condo / Townhouse	Brick		1.0	42.0	6.0	1.0	3.0	29.0	2.0	31.0	7.0	32.0	64.0	41.0	193.0	55.0	4.0	3.0	2006.0	0.0	0.0	39.0	12.0
486.0	300000.0	3.0	2.0	1408.0	2000.0	1742.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	38.0	0.0	5.0	6.0	109.0	4.0	25.0	10.0	37.0	64.0	55.0	356.0	91.0	7.0	3.0	2008.0	0.0	0.0	8.0	21.0
487.0	462330.0	3.0	2.0	1418.0	2013.0	0.0	Apartment / Condo / Townhouse	Brick		1.0	27.0	6.0	5.0	7.0	34.0	2.0	19.0	16.0	44.0	70.0	54.0	458.0	139.0	8.0	3.0	2013.0	0.0	1.0	0.0	24.0
488.0	317500.0	3.0	2.0	1421.0	1985.0	0.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	60.0	14.0	4.0	5.0	83.0	3.0	16.0	11.0	43.0	73.0	41.0	336.0	102.0	3.0	3.0	2003.0	0.0	0.0	18.0	9.0
489.0	209900.0	3.0	2.0	1440.0	1963.0	12632.0	Single-Family	Siding (Alum/Vinyl)		1.0	2.0	1.0	0.0	1.0	6.0	0.0	2.0	2.0	36.0	75.0	35.0	286.0	81.0	4.0	3.0	2015.0	0.0	0.0	52.0	12.0
490.0	299900.0	3.0	2.0	1440.0	1988.0	1444.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	96.0	8.0	7.0	9.0	49.0	6.0	48.0	15.0	38.0	68.0	53.0	295.0	90.0	8.0	3.0	2008.0	0.0	0.0	20.0	24.0
491.0	347644.0	3.0	2.0	1442.0	1974.0	1743.0	Single-Family	Wood	Composition Shingle	1.0	96.0	7.0	15.0	13.0	86.0	5.0	58.0	15.0	40.0	73.0	44.0	318.0	97.0	4.0	3.0	2016.0	0.0	0.0	42.0	12.0
492.0	279900.0	3.0	2.0	1444.0	1971.0	9147.0	Single-Family		Composition Shingle	0.0	9.0	1.0	1.0	2.0	9.0	1.0	11.0	10.0	39.0	89.0	74.0	358.0	92.0	6.0	3.0	2012.0	0.0	1.0	41.0	18.0
493.0	385000.0	3.0	2.0	1446.0	1965.0	0.0	Apartment / Condo / Townhouse	Brick		0.0	132.0	9.0	13.0	15.0	79.0	9.0	49.0	49.0	55.0	23.0	42.0	277.0	96.0	5.0	3.0	2011.0	0.0	1.0	46.0	15.0
494.0	330000.0	3.0	2.0	1452.0	1968.0	0.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	21.0	5.0	2.0	1.0	17.0	0.0	14.0	8.0	32.0	46.0	58.0	244.0	74.0	8.0	3.0	2007.0	0.0	0.0	39.0	24.0
495.0	360000.0	3.0	2.0	1452.0	1974.0	1760.0	Single-Family	Stucco	Composition Shingle	1.0	13.0	6.0	0.0	3.0	21.0	0.0	3.0	6.0	42.0	66.0	56.0	299.0	91.0	3.0	3.0	2007.0	0.0	0.0	33.0	9.0
496.0	455000.0	3.0	2.0	1452.0	1981.0	1540.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	10.0	2.0	0.0	1.0	11.0	3.0	5.0	7.0	35.0	55.0	71.0	389.0	118.0	6.0	3.0	2015.0	0.0	0.0	34.0	18.0
497.0	324000.0	3.0	2.0	1452.0	1992.0	2535.0	Apartment / Condo / Townhouse	Metal	Other	1.0	25.0	2.0	0.0	2.0	25.0	1.0	15.0	8.0	35.0	93.0	62.0	325.0	99.0	6.0	2.0	2015.0	0.0	0.0	23.0	12.0
498.0	350000.0	3.0	2.0	1452.0	1994.0	1742.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	40.0	92.0	79.0	349.0	89.0	7.0	3.0	2004.0	0.0	0.0	10.0	21.0
499.0	400000.0	3.0	2.0	1456.0	1984.0	1500.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	14.0	2.0	4.0	2.0	8.0	3.0	3.0	9.0	38.0	83.0	67.0	348.0	106.0	6.0	1.0	2005.0	0.0	0.0	21.0	6.0
500.0	262000.0	3.0	2.0	1459.0	1975.0	52707.0	Single-Family	Siding (Alum/Vinyl)	Other	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	37.0	86.0	41.0	308.0	87.0	5.0	3.0	2012.0	0.0	1.0	37.0	15.0
501.0	475000.0	3.0	2.0	1468.0	1948.0	10175.0	Single-Family	Brick	Composition Shingle	1.0	41.0	6.0	2.0	2.0	26.0	1.0	19.0	7.0	42.0	71.0	20.0	467.0	142.0	4.0	3.0	2009.0	0.0	0.0	61.0	12.0
502.0	420000.0	3.0	2.0	1475.0	1954.0	9334.0	Single-Family	Brick	Asphalt	1.0	65.0	12.0	7.0	3.0	72.0	3.0	38.0	9.0	30.0	88.0	40.0	504.0	153.0	3.0	3.0	2014.0	0.0	0.0	60.0	9.0
503.0	467000.0	3.0	2.0	1483.0	2004.0	0.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	124.0	12.0	10.0	15.0	111.0	12.0	65.0	41.0	32.0	32.0	88.0	450.0	137.0	7.0	3.0	2011.0	0.0	1.0	7.0	21.0
504.0	440000.0	3.0	2.0	1484.0	1986.0	1825.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	21.0	3.0	1.0	3.0	17.0	2.0	13.0	8.0	42.0	55.0	72.0	307.0	93.0	7.0	3.0	2005.0	0.0	0.0	19.0	21.0
505.0	309900.0	3.0	2.0	1496.0	1979.0	2378.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	10.0	31.0	68.0	54.0	323.0	98.0	8.0	1.0	2011.0	0.0	1.0	32.0	8.0
506.0	444000.0	3.0	2.0	1496.0	1981.0	1542.0	Apartment / Condo / Townhouse	Metal	Composition Shingle	1.0	32.0	3.0	2.0	1.0	24.0	1.0	15.0	10.0	44.0	77.0	53.0	295.0	90.0	8.5	2.0	2005.0	0.0	0.0	24.0	17.0
507.0	345000.0	3.0	2.0	1501.0	1980.0	1542.0	Apartment / Condo / Townhouse	Metal	Composition Shingle	1.0	32.0	3.0	2.0	1.0	24.0	1.0	15.0	10.0	44.0	77.0	53.0	327.0	99.0	8.5	2.0	2007.0	0.0	0.0	27.0	17.0
508.0	400000.0	3.0	2.0	1503.0	1951.0	10254.0	Single-Family	Masonry	Composition Shingle	1.0	38.0	13.0	2.0	5.0	48.0	2.0	22.0	3.0	34.0	40.0	36.0	368.0	112.0	4.0	3.0	2011.0	0.0	1.0	60.0	12.0
509.0	223500.0	3.0	2.0	1506.0	1975.0	0.0	Apartment / Condo / Townhouse	Brick		0.0	72.0	12.0	10.0	9.0	95.0	1.0	54.0	26.0	47.0	28.0	42.0	255.0	84.0	2.0	3.0	2003.0	0.0	0.0	28.0	6.0
510.0	341500.0	3.0	2.0	1508.0	1953.0	9827.0	Single-Family	Asbestos shingle	Composition Shingle	1.0	7.0	1.0	0.0	3.0	10.0	2.0	10.0	7.0	41.0	62.0	41.0	409.0	124.0	4.0	3.0	2009.0	0.0	0.0	56.0	12.0
511.0	306000.0	3.0	2.0	1510.0	1975.0	0.0	Apartment / Condo / Townhouse	Brick		0.0	72.0	12.0	10.0	9.0	95.0	1.0	54.0	26.0	47.0	28.0	42.0	251.0	83.0	2.0	3.0	2013.0	0.0	1.0	38.0	6.0
512.0	438950.0	3.0	2.0	1512.0	1977.0	2613.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	42.0	4.0	1.0	7.0	35.0	3.0	21.0	24.0	45.0	61.0	70.0	385.0	117.0	6.0	3.0	2006.0	0.0	0.0	29.0	18.0
513.0	340000.0	3.0	2.0	1514.0	1997.0	0.0	Apartment / Condo / Townhouse	Wood	Composition Shingle	1.0	70.0	10.0	3.0	8.0	93.0	5.0	40.0	24.0	34.0	58.0	76.0	286.0	87.0	7.0	3.0	2008.0	0.0	0.0	11.0	21.0
514.0	260000.0	3.0	2.0	1518.0	1991.0	0.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	25.0	2.0	3.0	3.0	8.0	0.0	9.0	6.0	39.0	36.0	37.0	257.0	78.0	8.0	3.0	2010.0	0.0	1.0	19.0	24.0
515.0	415000.0	3.0	2.0	1522.0	1989.0	1760.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	44.0	77.0	62.0	352.0	107.0	6.0	3.0	2014.0	0.0	0.0	25.0	18.0
516.0	345000.0	3.0	2.0	1524.0	2006.0	0.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	31.0	13.0	0.0	5.0	41.0	2.0	18.0	2.0	41.0	70.0	61.0	317.0	96.0	4.0	3.0	2012.0	0.0	1.0	6.0	12.0
517.0	320000.0	3.0	2.0	1532.0	1980.0	1812.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	10.0	1.0	1.0	0.0	9.0	0.0	11.0	8.0	36.0	75.0	64.0	360.0	109.0	9.0	2.0	2016.0	0.0	0.0	36.0	18.0
518.0	399900.0	3.0	2.0	1534.0	1953.0	10023.0	Single-Family	Brick	Composition Shingle	1.0	67.0	14.0	4.0	6.0	95.0	3.0	20.0	17.0	43.0	73.0	41.0	409.0	124.0	3.0	3.0	2003.0	0.0	0.0	50.0	9.0
519.0	228000.0	3.0	2.0	1540.0	1972.0	1742.0	Apartment / Condo / Townhouse		Composition Shingle	0.0	4.0	0.0	1.0	0.0	4.0	1.0	10.0	8.0	34.0	82.0	35.0	269.0	69.0	6.0	3.0	2010.0	0.0	1.0	38.0	18.0
520.0	239000.0	3.0	2.0	1540.0	1973.0	1742.0	Apartment / Condo / Townhouse		Composition Shingle	0.0	3.0	0.0	1.0	0.0	4.0	1.0	1.0	3.0	34.0	82.0	35.0	266.0	68.0	6.0	3.0	2010.0	0.0	1.0	37.0	18.0
521.0	310000.0	3.0	2.0	1541.0	1977.0	87991.0	Single-Family	Siding (Alum/Vinyl)		1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	46.0	92.0	35.0	307.0	87.0	8.0	3.0	2012.0	0.0	1.0	35.0	24.0
522.0	415000.0	3.0	2.0	1544.0	1996.0	1964.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	95.0	22.0	17.0	14.0	94.0	7.0	40.0	21.0	40.0	50.0	55.0	430.0	131.0	3.0	3.0	2011.0	0.0	1.0	15.0	9.0
523.0	385000.0	3.0	2.0	1546.0	1993.0	1600.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	13.0	7.0	1.0	1.0	23.0	1.0	12.0	8.0	40.0	76.0	64.0	359.0	109.0	4.0	3.0	2009.0	0.0	0.0	16.0	12.0
524.0	325000.0	3.0	2.0	1548.0	1950.0	16988.0	Single-Family	Brick	Composition Shingle	1.0	44.0	7.0	1.0	2.0	40.0	2.0	24.0	13.0	34.0	59.0	63.0	433.0	132.0	8.0	3.0	2007.0	0.0	0.0	57.0	24.0
525.0	245000.0	3.0	2.0	1550.0	1936.0	13939.0	Single-Family	Combination	Composition Shingle	1.0	132.0	16.0	16.0	17.0	109.0	6.0	60.0	37.0	48.0	60.0	77.0	635.0	184.0	9.0	3.0	1999.0	0.0	0.0	63.0	27.0
526.0	324999.0	3.0	2.0	1554.0	1954.0	3767.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	22.0	10.0	1.0	3.0	33.0	1.0	22.0	6.0	41.0	62.0	41.0	284.0	86.0	4.0	3.0	2014.0	0.0	0.0	60.0	12.0
527.0	469335.0	3.0	2.0	1556.0	1986.0	1742.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	108.0	5.0	20.0	22.0	242.0	4.0	95.0	31.0	39.0	79.0	76.0	524.0	159.0	8.0	3.0	2004.0	0.0	0.0	18.0	24.0
528.0	607000.0	3.0	2.0	1560.0	1950.0	20908.0	Single-Family	Wood	Gravel/Rock	1.0	13.0	6.0	0.0	3.0	10.0	1.0	4.0	4.0	52.0	81.0	73.0	562.0	171.0	4.0	3.0	2007.0	0.0	0.0	57.0	12.0
529.0	460000.0	3.0	2.0	1564.0	1977.0	9282.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	11.0	6.0	0.0	3.0	9.0	0.0	3.0	6.0	37.0	85.0	72.0	397.0	121.0	3.0	3.0	2005.0	0.0	0.0	28.0	9.0
530.0	381000.0	3.0	2.0	1574.0	1986.0	0.0	Apartment / Condo / Townhouse	Concrete Block	Gravel/Rock	1.0	134.0	5.0	22.0	28.0	314.0	7.0	96.0	34.0	64.0	52.0	63.0	360.0	110.0	8.0	3.0	2006.0	0.0	0.0	20.0	24.0
531.0	305000.0	3.0	2.0	1575.0	1983.0	1759.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)		1.0	10.0	3.0	2.0	1.0	16.0	1.0	18.0	10.0	38.0	69.0	42.0	228.0	64.0	8.0	3.0	2007.0	0.0	0.0	24.0	24.0
532.0	272500.0	3.0	2.0	1582.0	1958.0	10890.0	Single-Family	Siding (Alum/Vinyl)	Composition Shingle	1.0	0.0	1.0	1.0	0.0	3.0	0.0	1.0	1.0	45.0	80.0	80.0	438.0	133.0	6.0	3.0	2002.0	0.0	0.0	44.0	18.0
533.0	395000.0	3.0	2.0	1586.0	1972.0	13068.0	Single-Family	Metal	Asphalt	1.0	33.0	5.0	2.0	4.0	31.0	2.0	14.0	12.0	34.0	80.0	70.0	426.0	129.0	6.5	2.0	2013.0	0.0	1.0	41.0	13.0
534.0	450000.0	3.0	2.0	1590.0	1986.0	11325.0	Single-Family		Asphalt	1.0	47.0	3.0	3.0	4.0	51.0	2.0	32.0	13.0	38.0	78.0	51.0	397.0	102.0	6.0	3.0	2006.0	0.0	0.0	20.0	18.0
535.0	300000.0	3.0	2.0	1593.0	1991.0	0.0	Apartment / Condo / Townhouse	Metal	Composition Shingle	1.0	49.0	1.0	4.0	6.0	158.0	3.0	31.0	14.0	40.0	40.0	74.0	307.0	93.0	7.0	3.0	2009.0	0.0	0.0	18.0	21.0
536.0	243000.0	3.0	2.0	1594.0	1998.0	1594.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	53.0	5.0	6.0	8.0	51.0	4.0	35.0	14.0	31.0	61.0	38.0	409.0	125.0	4.0	3.0	1998.0	0.0	0.0	0.0	12.0
537.0	449835.0	3.0	2.0	1600.0	1994.0	2561.0	Apartment / Condo / Townhouse	Metal	Composition Shingle	1.0	61.0	4.0	7.0	5.0	35.0	4.0	37.0	12.0	30.0	60.0	69.0	344.0	104.0	7.0	3.0	2008.0	0.0	0.0	14.0	21.0
538.0	214000.0	3.0	2.0	1600.0	1996.0	1846.0	Apartment / Condo / Townhouse	Brick	Composition Shingle	1.0	27.0	4.0	3.0	1.0	22.0	3.0	23.0	14.0	35.0	80.0	72.0	425.0	129.0	5.0	3.0	1997.0	0.0	0.0	1.0	15.0
539.0	290889.0	3.0	2.0	1600.0	2010.0	1720.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)		1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	31.0	80.0	47.0	294.0	83.0	8.0	3.0	2010.0	0.0	1.0	0.0	24.0
540.0	212000.0	3.0	2.0	1614.0	1961.0	7013.0	Single-Family	Siding (Alum/Vinyl)		1.0	5.0	2.0	0.0	1.0	4.0	0.0	2.0	4.0	31.0	68.0	17.0	367.0	72.0	3.0	3.0	2010.0	0.0	1.0	49.0	9.0
541.0	384900.0	3.0	2.0	1614.0	1992.0	2688.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)		1.0	52.0	4.0	8.0	4.0	70.0	3.0	44.0	9.0	29.0	80.0	24.0	259.0	73.0	4.0	3.0	2005.0	0.0	0.0	13.0	12.0
542.0	428002.0	3.0	2.0	1620.0	2006.0	0.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	32.0	13.0	0.0	5.0	42.0	2.0	18.0	2.0	29.0	58.0	21.0	324.0	98.0	4.0	3.0	2006.0	0.0	0.0	0.0	12.0
543.0	540000.0	3.0	2.0	1621.0	2005.0	1120.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	17.0	1.0	1.0	1.0	26.0	0.0	4.0	2.0	34.0	77.0	71.0	344.0	104.0	8.0	3.0	2005.0	0.0	0.0	0.0	24.0
544.0	422000.0	3.0	2.0	1624.0	2004.0	1057.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Other	1.0	16.0	4.0	0.0	2.0	14.0	0.0	13.0	6.0	34.0	62.0	72.0	377.0	114.0	8.0	3.0	2013.0	0.0	1.0	9.0	24.0
545.0	218000.0	3.0	2.0	1625.0	1974.0	1595.0	Apartment / Condo / Townhouse	Wood	Composition Shingle	1.0	18.0	2.0	1.0	3.0	11.0	3.0	11.0	10.0	34.0	49.0	54.0	307.0	93.0	6.0	3.0	2003.0	0.0	0.0	29.0	18.0
546.0	289990.0	3.0	2.0	1629.0	2009.0	0.0	Apartment / Condo / Townhouse		Asphalt	0.0	11.0	1.0	3.0	1.0	14.0	3.0	7.0	7.0	31.0	57.0	78.0	286.0	73.0	8.0	2.0	2009.0	0.0	0.0	0.0	16.0
547.0	355000.0	3.0	2.0	1632.0	1988.0	1742.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	28.0	1.0	2.0	1.0	32.0	3.0	25.0	11.0	36.0	83.0	74.0	373.0	96.0	8.0	3.0	2004.0	0.0	0.0	16.0	24.0
548.0	499900.0	3.0	2.0	1636.0	2000.0	2178.0	Apartment / Condo / Townhouse	Brick		0.0	69.0	9.0	14.0	12.0	60.0	9.0	35.0	49.0	37.0	41.0	53.0	469.0	156.0	4.0	3.0	2005.0	0.0	0.0	5.0	12.0
549.0	265000.0	3.0	2.0	1637.0	1988.0	6969.0	Single-Family		Composition Shingle	0.0	4.0	1.0	0.0	2.0	9.0	2.0	13.0	5.0	37.0	69.0	60.0	368.0	94.0	6.0	3.0	2009.0	0.0	0.0	21.0	18.0
550.0	365000.0	3.0	2.0	1638.0	1984.0	0.0	Apartment / Condo / Townhouse	Brick	Gravel/Rock	1.0	98.0	18.0	18.0	18.0	93.0	8.0	49.0	20.0	52.0	33.0	53.0	326.0	99.0	3.0	3.0	2010.0	0.0	1.0	26.0	9.0
551.0	209900.0	3.0	2.0	1640.0	1985.0	1742.0	Apartment / Condo / Townhouse		Composition Shingle	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	36.0	80.0	67.0	325.0	83.0	7.0	3.0	2003.0	0.0	0.0	18.0	21.0
552.0	347903.0	3.0	2.0	1640.0	2004.0	1400.0	Apartment / Condo / Townhouse	Metal	Composition Shingle	1.0	36.0	13.0	2.0	1.0	30.0	1.0	26.0	6.0	40.0	57.0	57.0	319.0	97.0	3.0	3.0	2004.0	0.0	0.0	0.0	9.0
553.0	297000.0	3.0	2.0	1650.0	1955.0	10800.0	Single-Family	Brick	Shake Shingle	1.0	7.0	2.0	0.0	0.0	9.0	1.0	6.0	12.0	37.0	78.0	45.0	352.0	107.0	5.0	3.0	2009.0	0.0	0.0	54.0	15.0
554.0	600000.0	3.0	2.0	1654.0	1941.0	8102.0	Single-Family	Brick	Composition Shingle	1.0	110.0	19.0	6.0	13.0	86.0	3.0	26.0	19.0	28.0	71.0	37.0	520.0	158.0	3.0	3.0	2008.0	0.0	0.0	67.0	9.0
555.0	450000.0	3.0	2.0	1661.0	1979.0	1575.0	Single-Family	Brick	Composition Shingle	1.0	27.0	7.0	5.0	8.0	28.0	1.0	24.0	6.0	54.0	55.0	81.0	409.0	124.0	9.0	3.0	2007.0	0.0	0.0	28.0	27.0
556.0	395000.0	3.0	2.0	1661.0	1988.0	3057.0	Apartment / Condo / Townhouse	Siding (Alum/Vinyl)	Composition Shingle	1.0	7.0	0.0	3.0	1.0	5.0	2.0	4.0	2.0	34.0	73.0	73.0	340.0	103.0	8.0	3.0	2014.0	0.0	0.0	26.0	24.0
557.0	232600.0	3.0	2.0	1662.0	1972.0	2614.0	Apartment / Condo / Townhouse		Composition Shingle	0.0	10.0	1.0	1.0	3.0	13.0	1.0	11.0	7.0	34.0	82.0	35.0	286.0	73.0	6.0	3.0	2012.0	0.0	1.0	40.0	18.0
558.0	550000.0	3.0	2.0	1672.0	1984.0	1734.0	Apartment / Condo / Townhouse	Brick	Asphalt	1.0	30.0	5.0	3.0	4.0	29.0	2.0	30.0	15.0	33.0	53.0	71.0	541.0	165.0	9.0	3.0	2008.0	0.0	0.0	24.0	27.0
