LotArea,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,MoSold,YrSold,SalePrice,BldgType_1Fam,BldgType_2FamDuplexTwnhs,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_Missing,Siding_AsbShng,Siding_AsphShn,Siding_BrkComm,Siding_BrkFace,Siding_CBlock,Siding_CemntBd,Siding_HdBoard,Siding_ImStucc,Siding_MetalSd,Siding_Plywood,Siding_Stone,Siding_Stucco,Siding_VinylSd,Siding_Wd Sdng,Siding_WdShing
7917,1976,1976,174,1143,1,1113,0,1113,1,0,1,1,3,1,6,1,1987,1,504,5,2007,148000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10728,2006,2006,0,1095,1,1095,844,1939,0,0,2,1,3,1,8,1,2006,3,1053,8,2006,266000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39104,1954,2005,0,1385,1,1363,0,1363,1,0,1,0,2,1,5,2,1954,2,439,4,2008,241500,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11764,1999,2007,348,1152,1,1164,1106,2270,0,0,2,1,4,1,9,1,1999,3,671,4,2010,290000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9600,1958,1988,183,1240,1,1632,0,1632,1,0,2,0,3,1,6,1,1958,1,338,4,2009,139000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8314,1982,1982,0,816,1,816,0,816,0,0,1,0,2,1,5,0,1982,1,264,6,2007,124500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7264,1925,2007,0,952,0,952,596,1548,0,0,2,1,3,1,5,0,1978,2,672,10,2009,205000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9196,2003,2003,0,1560,1,1560,0,1560,0,0,2,0,3,1,7,0,2003,2,573,4,2010,201000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19138,1951,1951,0,864,1,864,0,864,0,0,1,0,2,1,4,0,1951,2,400,6,2010,141000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14450,2006,2007,315,2121,1,2121,0,2121,0,0,2,1,3,1,8,1,2007,3,732,5,2007,415298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10005,1977,1977,299,1160,1,1156,866,2022,0,0,2,1,4,1,8,1,1977,2,505,3,2008,192000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11287,1989,1989,340,807,1,1175,807,1982,0,0,2,1,3,1,7,1,1989,2,575,1,2007,228500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7200,2006,2006,68,1262,1,1262,0,1262,0,0,2,0,2,1,5,0,2006,2,572,5,2006,185000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5063,2007,2008,166,1314,1,1314,0,1314,1,0,2,0,2,1,6,1,2008,2,626,4,2009,207500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9612,2008,2009,72,1468,1,1468,0,1468,0,0,2,0,3,1,6,1,2008,3,898,12,2009,244600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8012,1992,1992,0,1575,1,1575,0,1575,1,0,2,0,2,1,5,0,1992,2,529,7,2007,179200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4251,2006,2007,0,625,1,625,625,1250,0,0,2,1,2,1,5,0,2006,2,528,6,2007,164700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9786,1962,1981,0,912,1,1085,649,1734,0,0,1,1,3,1,7,1,1962,2,440,6,2006,159000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8125,1971,1971,0,858,1,858,0,858,0,0,1,0,3,1,5,0,2020,0,0,6,2006,88000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9819,1967,1967,31,882,1,900,0,900,0,0,1,0,3,1,5,0,1970,1,280,2,2010,122000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8730,1915,2003,0,698,1,698,698,1396,0,0,1,0,3,1,7,0,2003,1,384,7,2007,153575,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15611,2006,2006,0,1079,1,1079,840,1919,0,0,2,1,3,1,8,1,2006,2,685,7,2006,233230,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5687,1912,2000,0,780,0,936,780,1716,1,0,2,0,6,1,9,0,2020,0,0,3,2008,135900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11409,1949,2008,0,768,1,1148,568,1716,0,0,1,1,3,1,8,1,1949,1,281,1,2009,131000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16659,1977,1994,34,795,1,1468,795,2263,1,0,2,1,3,1,9,1,1977,2,539,3,2006,235000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9600,1953,1953,238,1416,1,1644,0,1644,1,0,1,0,3,1,7,2,1953,2,418,10,2009,167000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7937,1984,1984,0,1003,1,1003,0,1003,1,0,1,0,3,1,6,0,1984,2,588,3,2006,142500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13710,1950,1950,0,910,1,910,648,1558,0,0,1,1,4,1,6,0,1950,1,282,6,2007,152000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7399,1997,1998,1600,975,1,975,975,1950,0,0,2,1,3,1,7,1,1997,2,576,6,2007,239000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11700,1968,1968,365,702,1,1041,702,1743,0,1,1,2,3,1,7,1,1968,2,539,6,2007,175000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14000,1950,2004,0,1092,1,1152,0,1152,0,1,1,0,3,1,6,1,1950,1,300,8,2009,158500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15750,1953,1953,56,1165,1,1336,0,1336,1,0,1,0,2,1,5,2,1953,1,375,6,2006,157000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16226,1998,1999,0,1028,1,1210,1242,2452,0,0,2,1,4,1,9,1,1998,2,683,5,2007,267000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13704,2001,2002,150,1541,1,1541,0,1541,0,0,2,0,3,1,6,1,2001,3,843,1,2006,205000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9800,1972,1972,0,894,1,894,0,894,1,0,1,0,3,1,5,0,1975,2,552,7,2006,149900,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18386,1880,2002,0,1470,1,1675,1818,3493,0,0,3,0,3,1,10,1,2003,3,870,5,2008,295000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10386,2004,2005,246,2000,1,2000,0,2000,1,0,2,0,3,1,8,0,2004,3,888,7,2007,305900,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13474,1990,1991,246,700,1,1122,1121,2243,1,0,2,1,4,1,8,1,1990,3,746,6,2007,225000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7920,1920,1950,0,319,1,1035,371,1406,0,0,1,0,3,1,6,0,2020,0,0,3,2008,89500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12342,1940,1950,0,861,1,861,0,861,0,0,1,0,1,1,4,0,1961,2,539,3,2009,82500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12378,2003,2004,0,1896,1,1944,0,1944,1,0,2,0,3,1,8,3,2003,3,708,11,2006,360000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7685,1993,1994,112,697,1,697,804,1501,0,0,2,1,3,1,6,1,1993,2,420,5,2006,165600,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8000,1948,2002,0,972,1,972,0,972,1,0,1,0,2,1,5,1,1948,1,240,5,2009,132000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7800,1939,1950,0,793,1,793,325,1118,1,0,1,0,3,1,5,1,1939,2,410,5,2006,119900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215245,1965,1965,0,2136,1,2036,0,2036,2,0,2,0,3,1,8,2,1965,2,513,6,2009,375000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9600,1925,1990,0,728,1,832,809,1641,0,1,1,1,3,1,6,1,1925,2,546,8,2006,178000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7795,2004,2005,0,716,1,716,716,1432,1,0,2,1,3,1,6,1,2004,2,432,7,2009,188500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13005,1980,1980,278,845,1,1153,1200,2353,1,0,2,1,4,1,10,1,1983,2,484,8,2009,260000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9000,2006,2006,0,1088,1,1088,871,1959,0,0,2,1,3,1,8,1,2006,3,1025,12,2007,270000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9900,1993,1993,256,1347,1,1372,1274,2646,1,0,2,1,4,1,9,1,1993,3,656,4,2009,260000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14115,1980,1980,225,1372,1,1472,0,1472,1,0,2,0,3,1,6,2,1980,2,588,6,2009,187500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16259,2006,2006,370,1249,1,1249,1347,2596,0,0,3,1,4,1,9,0,2006,3,840,9,2006,342643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12099,2004,2004,388,1136,1,1136,1332,2468,1,0,2,1,4,1,10,1,2004,3,872,6,2007,354000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10380,1986,1987,172,1502,1,1553,1177,2730,1,0,2,1,4,1,8,1,1987,2,576,8,2007,301000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5820,1955,2005,0,1162,1,1163,0,1163,1,0,1,0,3,1,6,0,1955,1,220,7,2006,126175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11275,1967,2007,300,710,1,1898,1080,2978,0,0,2,1,5,1,11,1,1961,2,564,6,2010,242000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5000,1941,1950,0,720,0,803,0,803,0,0,1,0,2,1,5,0,1941,2,360,12,2007,87000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10846,1993,1993,0,1719,1,1719,0,1719,2,0,1,1,1,1,6,2,1993,2,473,5,2008,324000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11600,1960,1960,175,1383,1,1383,0,1383,0,0,1,1,3,1,7,0,1960,1,292,4,2006,145250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11888,1916,1994,0,844,0,1445,689,2134,0,0,2,0,5,1,10,0,1930,2,441,7,2009,214500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6402,1920,1950,0,596,0,596,596,1192,0,0,1,0,3,1,6,0,1920,1,189,7,2009,78000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10624,1964,1964,84,1728,1,1728,0,1728,0,1,2,0,6,2,10,0,2002,1,352,11,2007,119000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8176,1958,1992,0,1056,1,1056,0,1056,1,0,1,0,3,1,6,0,1958,1,308,8,2007,139000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10655,2003,2004,296,3206,1,1629,0,1629,1,0,2,0,3,1,7,1,2003,3,880,10,2009,284000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8198,2004,2004,146,1358,1,1358,0,1358,1,0,2,0,2,1,6,1,2004,2,484,7,2008,207000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9042,1998,1998,0,943,1,943,695,1638,1,0,2,1,3,1,7,2,1998,2,472,7,2008,192000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164660,1965,1965,0,1499,1,1619,167,1786,2,0,2,0,3,1,7,2,1965,2,529,8,2008,228950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14157,2005,2006,200,1922,1,1922,0,1922,1,0,2,0,3,1,8,1,2005,3,676,7,2007,377426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9135,2002,2003,113,1536,1,1536,0,1536,1,0,2,0,3,1,7,0,2002,2,532,12,2008,214000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14145,1984,1998,0,1208,1,1621,0,1621,1,0,2,0,3,1,8,0,1984,2,440,5,2006,202500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12400,1958,1998,176,1215,1,1215,0,1215,0,0,1,0,3,1,6,0,1958,1,297,6,2009,155000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14191,2002,2002,0,967,1,993,915,1908,0,0,2,1,4,1,9,0,2002,2,431,4,2010,202900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8400,1950,1950,0,721,1,841,0,841,0,0,1,0,2,1,4,0,1950,1,294,9,2009,82000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8544,1949,1950,340,0,0,1040,0,1040,0,0,2,0,2,2,6,0,1949,2,400,5,2006,87500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8849,2005,2005,616,1684,1,1684,0,1684,0,0,2,0,2,1,6,1,2005,2,564,7,2008,266000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2592,1976,1976,0,536,1,536,576,1112,0,0,1,1,3,1,4,0,1976,1,336,4,2010,85000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6435,1939,1950,0,972,1,972,605,1577,0,0,1,0,3,1,6,1,1939,1,312,10,2006,140200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12772,1960,1998,0,958,1,958,0,958,0,0,1,0,2,1,5,0,1960,1,301,4,2007,151500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17600,1960,1960,30,1478,1,1478,0,1478,1,0,2,0,3,1,6,2,1960,2,498,12,2009,157500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2448,2003,2004,106,764,1,764,862,1626,1,0,2,1,2,1,6,0,2003,2,474,10,2008,154000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20431,2005,2006,870,1848,1,1848,880,2728,1,0,2,1,4,1,10,2,2006,3,706,4,2006,437154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7820,2007,2007,362,1869,1,1869,0,1869,0,0,2,0,2,1,6,1,2007,2,617,12,2007,318061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5271,1986,1986,0,1453,1,1453,0,1453,1,0,1,1,2,1,6,1,1986,2,445,12,2006,190000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9084,1941,1950,0,616,0,616,495,1111,0,1,1,0,3,1,5,0,1941,1,200,3,2008,95000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8520,1928,2003,0,624,1,720,0,720,0,0,1,0,2,1,5,0,2005,2,484,5,2010,105900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8400,1940,2000,0,940,1,1192,403,1595,0,0,1,0,2,1,6,2,1940,1,240,6,2006,140000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11249,1995,1995,0,1200,1,1200,0,1200,1,0,2,0,3,1,6,0,1995,2,521,8,2007,177500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
