LotArea,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,MoSold,YrSold,BldgType_1Fam,BldgType_2FamDuplexTwnhs,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_Missing,Siding_AsbShng,Siding_AsphShn,Siding_BrkComm,Siding_BrkFace,Siding_CBlock,Siding_CemntBd,Siding_HdBoard,Siding_ImStucc,Siding_MetalSd,Siding_Plywood,Siding_Stone,Siding_Stucco,Siding_VinylSd,Siding_Wd Sdng,Siding_WdShing,target_price
215245,1965,1965,0,2136,1,2036,0,2036,2,0,2,0,3,1,8,2,1965,2,513,6,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium
9600,1925,1990,0,728,1,832,809,1641,0,1,1,1,3,1,6,1,1925,2,546,8,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
7795,2004,2005,0,716,1,716,716,1432,1,0,2,1,3,1,6,1,2004,2,432,7,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
13005,1980,1980,278,845,1,1153,1200,2353,1,0,2,1,4,1,10,1,1983,2,484,8,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Medium
9000,2006,2006,0,1088,1,1088,871,1959,0,0,2,1,3,1,8,1,2006,3,1025,12,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
9900,1993,1993,256,1347,1,1372,1274,2646,1,0,2,1,4,1,9,1,1993,3,656,4,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium
14115,1980,1980,225,1372,1,1472,0,1472,1,0,2,0,3,1,6,2,1980,2,588,6,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
16259,2006,2006,370,1249,1,1249,1347,2596,0,0,3,1,4,1,9,0,2006,3,840,9,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
12099,2004,2004,388,1136,1,1136,1332,2468,1,0,2,1,4,1,10,1,2004,3,872,6,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
10380,1986,1987,172,1502,1,1553,1177,2730,1,0,2,1,4,1,8,1,1987,2,576,8,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
5820,1955,2005,0,1162,1,1163,0,1163,1,0,1,0,3,1,6,0,1955,1,220,7,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
11275,1967,2007,300,710,1,1898,1080,2978,0,0,2,1,5,1,11,1,1961,2,564,6,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
5000,1941,1950,0,720,0,803,0,803,0,0,1,0,2,1,5,0,1941,2,360,12,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
10846,1993,1993,0,1719,1,1719,0,1719,2,0,1,1,1,1,6,2,1993,2,473,5,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium
11600,1960,1960,175,1383,1,1383,0,1383,0,0,1,1,3,1,7,0,1960,1,292,4,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
11888,1916,1994,0,844,0,1445,689,2134,0,0,2,0,5,1,10,0,1930,2,441,7,2009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
6402,1920,1950,0,596,0,596,596,1192,0,0,1,0,3,1,6,0,1920,1,189,7,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
10624,1964,1964,84,1728,1,1728,0,1728,0,1,2,0,6,2,10,0,2002,1,352,11,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
8176,1958,1992,0,1056,1,1056,0,1056,1,0,1,0,3,1,6,0,1958,1,308,8,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
10655,2003,2004,296,3206,1,1629,0,1629,1,0,2,0,3,1,7,1,2003,3,880,10,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
8198,2004,2004,146,1358,1,1358,0,1358,1,0,2,0,2,1,6,1,2004,2,484,7,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
9042,1998,1998,0,943,1,943,695,1638,1,0,2,1,3,1,7,2,1998,2,472,7,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
164660,1965,1965,0,1499,1,1619,167,1786,2,0,2,0,3,1,7,2,1965,2,529,8,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
14157,2005,2006,200,1922,1,1922,0,1922,1,0,2,0,3,1,8,1,2005,3,676,7,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
9135,2002,2003,113,1536,1,1536,0,1536,1,0,2,0,3,1,7,0,2002,2,532,12,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
14145,1984,1998,0,1208,1,1621,0,1621,1,0,2,0,3,1,8,0,1984,2,440,5,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
12400,1958,1998,176,1215,1,1215,0,1215,0,0,1,0,3,1,6,0,1958,1,297,6,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
14191,2002,2002,0,967,1,993,915,1908,0,0,2,1,4,1,9,0,2002,2,431,4,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
8400,1950,1950,0,721,1,841,0,841,0,0,1,0,2,1,4,0,1950,1,294,9,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
8544,1949,1950,340,0,0,1040,0,1040,0,0,2,0,2,2,6,0,1949,2,400,5,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
8849,2005,2005,616,1684,1,1684,0,1684,0,0,2,0,2,1,6,1,2005,2,564,7,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
2592,1976,1976,0,536,1,536,576,1112,0,0,1,1,3,1,4,0,1976,1,336,4,2010,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low
6435,1939,1950,0,972,1,972,605,1577,0,0,1,0,3,1,6,1,1939,1,312,10,2006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
12772,1960,1998,0,958,1,958,0,958,0,0,1,0,2,1,5,0,1960,1,301,4,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
17600,1960,1960,30,1478,1,1478,0,1478,1,0,2,0,3,1,6,2,1960,2,498,12,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
2448,2003,2004,106,764,1,764,862,1626,1,0,2,1,2,1,6,0,2003,2,474,10,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
20431,2005,2006,870,1848,1,1848,880,2728,1,0,2,1,4,1,10,2,2006,3,706,4,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Medium
7820,2007,2007,362,1869,1,1869,0,1869,0,0,2,0,2,1,6,1,2007,2,617,12,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
5271,1986,1986,0,1453,1,1453,0,1453,1,0,1,1,2,1,6,1,1986,2,445,12,2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
9084,1941,1950,0,616,0,616,495,1111,0,1,1,0,3,1,5,0,1941,1,200,3,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
8520,1928,2003,0,624,1,720,0,720,0,0,1,0,2,1,5,0,2005,2,484,5,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
8400,1940,2000,0,940,1,1192,403,1595,0,0,1,0,2,1,6,2,1940,1,240,6,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
11249,1995,1995,0,1200,1,1200,0,1200,1,0,2,0,3,1,6,0,1995,2,521,8,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
9248,1992,1992,106,1158,1,1167,0,1167,1,0,2,0,3,1,6,0,1992,2,400,7,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
4224,1976,1976,0,1142,1,1142,0,1142,1,0,1,1,3,1,6,1,1976,2,528,8,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low
6930,1958,1958,120,1062,1,1352,0,1352,0,1,1,0,3,1,6,0,1958,1,288,7,2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
12011,1998,1998,530,1086,1,1086,838,1924,1,0,2,1,3,1,7,1,1998,2,592,6,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
7540,1978,1978,0,888,1,912,0,912,1,0,1,0,2,1,5,1,1978,2,470,6,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
9144,1940,1982,0,883,1,988,517,1505,1,0,1,0,3,1,8,0,1940,1,240,7,2008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
7301,2003,2003,500,0,1,495,1427,1922,0,0,3,0,4,1,7,1,2003,2,672,7,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
1680,1972,2007,510,483,1,483,504,987,0,0,1,1,2,1,5,0,1972,1,264,5,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
18800,1976,1976,120,796,1,790,784,1574,1,0,2,1,3,1,6,1,1976,2,566,7,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
10690,1920,1997,0,672,1,672,672,1344,0,0,1,0,3,1,6,0,1964,1,468,7,2009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
9500,1963,1963,247,1394,1,1394,0,1394,1,0,1,1,3,1,6,2,1963,2,514,7,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
9150,1962,1962,305,1099,1,1431,0,1431,0,1,1,0,3,1,6,1,1962,1,296,12,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
7800,1954,1954,200,1268,1,1268,0,1268,0,0,1,0,2,1,7,1,1954,1,244,3,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
9830,1959,2006,0,1063,1,1287,0,1287,1,0,1,0,3,1,7,1,1997,2,576,3,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
8121,2000,2000,0,953,1,953,711,1664,0,0,2,1,3,1,7,1,2000,2,460,1,2006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
17120,1959,1959,0,0,1,1120,468,1588,0,0,2,0,4,1,7,1,1991,2,680,7,2008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low
7175,1984,1984,0,744,1,752,0,752,1,0,1,0,2,1,4,0,1984,1,264,2,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
10634,1953,1953,0,608,1,1319,0,1319,1,0,1,0,3,1,5,0,1953,1,270,11,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
8200,2003,2004,0,847,1,847,1081,1928,0,0,2,1,4,1,8,1,2003,2,434,7,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
10020,1922,1950,0,683,0,904,0,904,1,0,0,1,1,1,4,0,2020,0,0,3,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
8846,1996,1996,0,870,1,914,0,914,0,0,1,0,2,1,5,0,1998,2,576,7,2006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
11143,2004,2005,0,1580,1,1580,886,2466,0,0,3,0,4,1,8,1,2004,2,610,12,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Medium
11394,2010,2010,350,1856,1,1856,0,1856,1,0,1,1,1,1,8,1,2010,3,834,6,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
8123,2000,2000,16,982,1,1007,793,1800,0,0,2,1,3,1,7,1,2000,2,463,6,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
5000,1924,1950,0,1026,1,1026,665,1691,0,0,2,0,3,1,6,1,1924,1,308,5,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low
7200,2006,2006,0,1293,1,1301,0,1301,1,0,2,0,2,1,5,1,2006,2,572,8,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
9245,2006,2006,0,939,1,939,858,1797,0,0,2,1,3,1,8,0,2006,2,639,4,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
9000,1928,1950,0,784,0,784,0,784,0,0,1,0,2,1,5,0,1950,2,360,10,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
53107,1992,1992,0,1580,1,1079,874,1953,1,0,2,1,3,1,9,2,1992,2,501,6,2007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low
3182,2004,2005,16,1256,1,1269,0,1269,0,0,2,0,2,1,6,1,2004,2,430,4,2010,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
8410,1910,1996,0,658,1,658,526,1184,0,0,1,0,5,1,8,0,2020,0,0,5,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
7200,1976,1976,255,1041,1,1125,0,1125,1,0,1,0,3,1,6,1,1977,1,352,10,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
9382,1999,2000,125,1468,1,1479,0,1479,0,0,2,0,3,1,6,0,1999,2,577,7,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
12474,2007,2008,272,1682,1,1742,590,2332,1,0,2,1,3,1,9,1,2008,3,846,8,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
8405,1900,1950,0,861,1,961,406,1367,1,0,1,0,4,1,7,0,1978,1,384,4,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
12209,2001,2002,0,804,1,804,1157,1961,1,0,2,1,3,1,7,1,2001,2,560,6,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
8339,1959,1959,0,0,1,882,0,882,0,0,1,0,3,1,5,0,1959,1,294,7,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
7446,1941,1950,0,788,1,788,0,788,0,0,1,0,2,1,4,2,2020,0,0,4,2006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low
10134,1940,1950,0,735,1,735,299,1034,0,0,1,0,2,1,5,0,1940,1,240,7,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
9571,1956,1956,0,1144,1,1144,0,1144,1,0,1,0,3,1,6,0,1956,1,596,6,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Low
7200,1972,1972,0,894,1,894,0,894,0,0,1,0,2,1,6,0,1985,2,600,9,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
7590,1962,1962,288,864,1,876,936,1812,0,0,2,0,4,1,8,1,1962,1,264,7,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
8967,1920,1950,0,961,1,1077,0,1077,0,0,1,0,2,1,6,0,1920,1,338,11,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
8125,2006,2007,100,1092,1,1112,438,1550,1,0,2,0,2,1,7,0,2007,2,438,10,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low
